10	5
10	50
10	139
219	281
219	167
219	119
219	77
219	121
219	219
219	256
212	92
174	174
48	219
270	162
138	72
138	226
138	144
135	24
135	67
135	40
135	130
221	50
140	72
65	65
261	1
111	15
146	263
111	59
13	13
179	53
146	109
146	52
146	8
146	45
146	88
146	176
187	2
187	113
152	51
152	239
269	34
269	254
209	99
209	82
212	141
34	148
209	194
241	271
34	37
34	211
34	34
160	81
174	245
174	189
174	279
195	139
44	108
44	65
21	167
77	226
77	65
118	50
212	249
165	169
94	94
279	279
98	63
203	127
111	137
120	230
223	279
223	131
101	117
19	267
19	101
150	22
150	72
267	159
207	25
62	62
79	79
12	36
23	219
28	31
28	156
38	142
62	142
84	144
149	219
153	18
153	153
153	219
153	274
168	183
183	153
199	87
237	219
280	280
111	255
55	31
57	96
134	52
134	226
218	218
156	156
203	203
55	215
160	160
208	3
208	233
208	241
208	209
176	176
89	144
119	205
169	205
142	61
134	164
216	164
247	164
89	262
214	33
281	73
36	73
276	73
47	180
243	180
258	133
132	71
95	71
80	71
183	71
35	71
153	71
252	71
199	71
54	71
129	71
168	71
116	71
20	265
82	277
263	277
80	132
183	132
252	132
54	132
129	132
79	132
82	235
89	136
123	112
226	170
20	231
37	89
272	89
183	80
35	80
54	183
268	75
214	75
117	145
198	188
161	226
6	226
76	186
252	153
106	20
191	20
98	250
247	124
9	52
82	236
72	236
263	236
200	236
278	30
121	119
54	252
64	227
36	281
276	281
82	91
263	91
135	185
171	185
6	161
146	278
109	224
50	192
121	159
27	105
27	118
64	32
224	178
9	178
92	178
9	242
58	213
82	69
171	135
98	90
126	36
175	36
26	36
52	173
27	173
214	268
214	201
66	100
256	214
110	27
224	27
242	27
9	27
92	27
82	117
169	117
224	102
9	102
92	102
82	72
39	253
126	276
36	276
276	26
75	256
74	125
69	263
117	263
72	263
117	121
263	121
200	121
18	200
58	232
18	225
58	58
101	16
111	111
132	257
145	192
146	85
147	172
147	61
166	154
202	202
220	220
246	196
264	251
243	244
176	208
180	184
159	277
64	222
121	145
27	102
117	72
121	86
182	143
71	79
132	153
177	196
159	72
118	178
27	52
72	169
121	82
68	210
83	260
146	206
146	137
209	105
131	174
8	103
34	254
104	121
174	251
101	150
267	151
23	280
49	237
60	280
79	129
153	168
62	129
79	280
95	199
57	43
3	160
42	77
187	77
187	42
68	122
160	156
136	144
18	205
2	205
4	205
91	205
117	205
72	205
121	205
200	205
101	229
70	229
223	229
193	12
136	262
37	262
268	33
201	33
256	33
126	73
26	73
259	17
106	265
191	265
2	277
145	277
236	277
91	277
251	277
69	277
117	277
121	277
200	277
95	132
35	132
116	132
80	95
54	95
37	136
197	217
106	231
54	80
190	188
234	240
62	237
54	153
23	108
146	250
18	236
2	236
145	236
4	236
69	236
117	236
121	236
228	23
175	281
115	281
26	281
18	91
2	91
145	91
4	91
69	91
72	91
9	224
92	224
126	175
52	105
178	105
102	105
102	118
222	32
18	251
236	251
69	251
117	251
72	251
121	251
109	178
109	242
101	70
101	223
69	169
18	117
69	117
52	102
69	72
18	121
69	121
72	121
18	209
26	115
163	140
266	269
2	174
119	165
43	96
56	98
11	70
157	223
128	209
38	84
62	149
23	60
62	79
49	108
122	210
144	262
144	272
205	277
205	236
205	251
262	272
43	114
73	175
73	115
73	238
107	266
265	231
277	169
132	168
136	272
2	69
2	117
80	153
80	199
80	129
80	168
145	69
126	281
126	238
126	26
193	237
193	23
193	228
193	155
193	60
193	280
193	149
35	54
4	69
4	117
4	121
181	78
45	123
106	191
52	109
52	224
52	242
52	92
236	169
119	117
190	198
23	155
23	62
23	38
91	236
91	251
91	169
91	117
91	121
91	200
228	62
159	236
159	91
159	69
159	117
204	13
46	14
134	216
105	224
118	224
118	242
37	272
7	123
54	129
54	79
54	168
54	116
69	200
146	90
146	56
173	102
268	256
201	268
201	256
201	41
27	109
223	70
117	200
102	109
102	242
72	200
26	175
256	41
93	53
273	244
57	218
37	144
259	133
72	277
79	80
80	116
145	72
29	166
193	84
193	62
193	38
35	116
4	72
62	108
166	275
23	149
52	118
96	114
24	128
38	62
38	79
60	62
81	199
18	277
4	277
95	153
2	18
2	72
2	121
29	97
35	153
23	237
4	18
52	178
159	245
97	166
248	158
27	178
18	169
102	178
18	72
121	169
